product_id,brand,product_name,price,processor,processor_brand,cpu_ghz,ram_gb,ram_expandable,ram_max_gb,ram_type,display_type,display_inches,gpu_name,gpu_brand,gpu_vram_gb,ssd_gb,hdd_gb,adapter_w,battery_hours,os,raw_name
LAP0001,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |),239.73,MediaTek Octa-core,MediaTek,2.0,4.0,False,4.0,DDR4 RAM,LED,11.6,Integrated Graphics,MediaTek,,64.0,0.0,45.0,12.0,Chrome OS,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops
LAP0820,ASUS,ASUS VivoBook 15 X515EA-EJ342WS Laptop (15.6 Inch | Core i3 11th Gen | 16 GB | Windows 11 | 512 GB SSD),375.29,Intel Core i3 (11th Gen),Intel,3.0,16.0,False,16.0,DDR4 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,45.0,,Windows 11,ASUS VivoBook 15 X515EA-EJ342WS Laptop (15.6 Inch | Core i3 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::615994::computer::laptops
LAP0821,Acer,Acer Spin 7 SP714-51 (NX.GKPSI.002) Laptop (14.0 Inch | Core i7 7th Gen | 8 GB | Windows 10 | 256 GB SSD),909.35,Intel Core i7 (7th Gen),Intel,1.3,8.0,False,8.0,LPDDR3 RAM,LED,14.0,HD 615,Intel,,256.0,0.0,45.0,8.0,Windows 10,Acer Spin 7 SP714-51 (NX.GKPSI.002) Laptop (14.0 Inch | Core i7 7th Gen | 8 GB | Windows 10 | 256 GB SSD)::577969::computer::laptops
LAP0822,Infinix,Infinix INBook Y1 Plus XL28 1INBook Y1 Plus XL28 Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD),291.87,Intel Core i3 (10th Gen),Intel,1.2,8.0,False,8.0,LPDDR4X RAM,LCD,15.6,UHD,Intel,,256.0,0.0,65.0,10.0,Windows 11,Infinix INBook Y1 Plus XL28 1INBook Y1 Plus XL28 Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD)::599718::computer::laptops
LAP0823,HP,HP 15s-fy5004TU (8K8J2PA) Laptop (15.6 Inch | Core i3 12th Gen | 16 GB | Windows 11 | 512 GB SSD),419.71,Intel Core i3 (12th Gen),Intel,0.8,16.0,True,16.0,DDR4 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,,,Windows 11,HP 15s-fy5004TU (8K8J2PA) Laptop (15.6 Inch | Core i3 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::616303::computer::laptops
LAP0824,HP,HP Pavilion 15-EG2018TX (6D4K2PA) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),771.53,Intel Core i5 (12th Gen),Intel,4.7,16.0,False,16.0,DDR4 RAM,LCD,15.6,"GeForce MX550  GPU, 2 GB",NVIDIA,2.0,512.0,0.0,41.0,,Windows 11,HP Pavilion 15-EG2018TX (6D4K2PA) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595282::computer::laptops
LAP0825,ASUS,ASUS VivoBook Go 15 E1504FA-NJ322WS Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),375.29,AMD Quad-Core Ryzen 3,AMD,2.4,8.0,False,8.0,LPDDR5 RAM,LCD,15.6,Radeon,AMD,,512.0,0.0,65.0,6.0,Windows 11,ASUS VivoBook Go 15 E1504FA-NJ322WS Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::600152::computer::laptops
LAP0826,ASUS,ASUS TUF Gaming F15 FX506HF-HN076W Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),562.98,Intel Core i5 (11th Gen),Intel,2.9,16.0,False,16.0,DDR4 RAM,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,150.0,,Windows 11,ASUS TUF Gaming F15 FX506HF-HN076W Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::613031::computer::laptops
LAP0827,Samsung,Samsung Galaxy Book 2 15.6 Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),562.98,Intel Core i5 (12th Gen),Intel,4.2,16.0,True,32.0,DDR4 RAM,LED,15.6,Iris Xe,Intel,,512.0,0.0,43.0,,Windows 11,Samsung Galaxy Book 2 15.6 Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::594517::computer::laptops
LAP0828,ASUS,ASUS VivoBook Go 15 E1504FA-NJ321WS Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),375.29,AMD Quad-Core Ryzen 3,AMD,4.0,8.0,False,8.0,LPDDR5 RAM,LCD,15.6,Radeon,AMD,,512.0,0.0,45.0,,Windows 11,ASUS VivoBook Go 15 E1504FA-NJ321WS Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::615973::computer::laptops
LAP0829,HP,HP 15s-fy5003TU (7Q700PA) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),385.71,Intel Core i3 (12th Gen),Intel,0.8,8.0,True,16.0,DDR4 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,,,Windows 11,HP 15s-fy5003TU (7Q700PA) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::616305::computer::laptops
LAP0830,Lenovo,Lenovo Ideapad 310 (80SM01EFIH) Laptop (15.6 Inch | Core i5 6th Gen | 8 GB | Windows 10 | 1 TB HDD),516.06,Intel Core i5 (6th Gen),Intel,2.3,8.0,True,12.0,DDR4 RAM,LED,15.6,"GeForce N16V-GMR1 GPU, 2 GB",NVIDIA,2.0,0.0,1024.0,,5.0,Windows 10,Lenovo Ideapad 310 (80SM01EFIH) Laptop (15.6 Inch | Core i5 6th Gen | 8 GB | Windows 10 | 1 TB HDD)::578025::computer::laptops
LAP0831,ASUS,ASUS VivoBook 15 X1502ZA-EJ993WS Laptop (15.6 Inch | Core i3 12th Gen | 16 GB | Windows 11 | 512 GB SSD),437.85,Intel Core i3 (12th Gen),Intel,1.2,16.0,False,16.0,DDR4 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,45.0,,Windows 11,ASUS VivoBook 15 X1502ZA-EJ993WS Laptop (15.6 Inch | Core i3 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::613334::computer::laptops
LAP0832,ASUS,ASUS Vivobook K15 OLED KM513UA-L503WS Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD),500.42,AMD Hexa-Core Ryzen 5,AMD,4.0,8.0,False,8.0,DDR4 RAM,LCD,15.6,Radeon,AMD,,256.0,1024.0,65.0,,Windows 11,ASUS Vivobook K15 OLED KM513UA-L503WS Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::597647::computer::laptops
LAP0833,ASUS,ASUS VivoBook 15 X515EA-EJ312WS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD),328.47,Intel Core i3 (11th Gen),Intel,1.7,8.0,True,16.0,DDR4 RAM,LCD,15.6,UHD,Intel,,256.0,0.0,45.0,,Windows 11,ASUS VivoBook 15 X515EA-EJ312WS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::594597::computer::laptops
LAP0834,ASUS,ASUS VivoBook 15 X1502ZA-EJ953WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),396.14,Intel Core i3 (12th Gen),Intel,1.2,8.0,True,16.0,DDR4 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,45.0,,Windows 11,ASUS VivoBook 15 X1502ZA-EJ953WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::615891::computer::laptops
LAP0835,Wings,Wings Nuvobook V1 Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),302.29,Intel Core i5 (11th Gen),Intel,2.5,8.0,False,8.0,DDR4 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,65.0,10.0,Windows 11,Wings Nuvobook V1 Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::613481::computer::laptops
LAP0836,ASUS,ASUS VivoBook Go 15 E510MA-EJ001W Laptop (15.6 Inch | Intel Celeron Dual Core | 4 GB | Windows 11 | 256 GB SSD),208.45,Intel Celeron Dual-Core,Intel,2.8,4.0,False,4.0,DDR4 RAM,LCD,15.6,UHD,Intel,,256.0,0.0,33.0,,Windows 11,ASUS VivoBook Go 15 E510MA-EJ001W Laptop (15.6 Inch | Intel Celeron Dual Core | 4 GB | Windows 11 | 256 GB SSD)::612926::computer::laptops
LAP0837,Infinix,Infinix INBook X2 Slim XL23 Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),312.72,Intel Core i3 (11th Gen),Intel,4.0,8.0,True,8.0,LPDDR4X RAM,LCD,14.0,UHD,Intel,,512.0,0.0,65.0,11.0,Windows 11,Infinix INBook X2 Slim XL23 Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::612027::computer::laptops
LAP0838,MSI,MSI GF63 Thin 12HW-012IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),547.34,Intel Core i5 (12th Gen),Intel,3.3,16.0,False,16.0,DDR4 RAM,LCD,15.6,"Arc A370M GPU, 4 GB",Intel,4.0,512.0,0.0,,,Windows 11,MSI GF63 Thin 12HW-012IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::612963::computer::laptops
LAP0839,ASUS,ASUS VivoBook Go 14 E1404GA-NK321WS Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),364.86,Intel Core i3 (12th Gen),Intel,1.8,8.0,True,8.0,DDR4 RAM,LCD,14.0,UHD,Intel,,512.0,0.0,45.0,,Windows 11,ASUS VivoBook Go 14 E1404GA-NK321WS Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::613018::computer::laptops
LAP0840,Lenovo,Lenovo IdeaPad Gaming 3 15ARH7 (82SB00Y8IN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),729.82,AMD Octa-Core Ryzen 7,AMD,3.1,16.0,True,16.0,DDR5 RAM,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,,4.5,Windows 11,Lenovo IdeaPad Gaming 3 15ARH7 (82SB00Y8IN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::616378::computer::laptops
LAP0841,HP,HP Pavilion 15-eg3079TU (86T11PA) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),719.4,Intel Core i5 (13th Gen),Intel,4.2,16.0,True,16.0,DDR4 RAM,LCD,15.6,Iris Xe,Intel,,512.0,0.0,,10.15,Windows 11,HP Pavilion 15-eg3079TU (86T11PA) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::616324::computer::laptops
LAP0842,Infinix,Infinix INBook X2 Plus XL25 Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),552.55,Intel Core i5 (11th Gen),Intel,4.2,16.0,False,16.0,LPDDR4X RAM,LCD,15.6,Iris Xe,Intel,,512.0,0.0,65.0,10.0,Windows 11,Infinix INBook X2 Plus XL25 Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::599091::computer::laptops
LAP0843,ASUS,ASUS TUF Gaming F15 FX506HE-HN385WS Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 1 TB SSD),865.47,Intel Core i7 (11th Gen),Intel,2.3,16.0,True,32.0,DDR4 RAM,LCD,15.6,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,4.0,1024.0,0.0,180.0,6.0,Windows 11,ASUS TUF Gaming F15 FX506HE-HN385WS Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 1 TB SSD)::613495::computer::laptops
LAP0844,Infinix,Infinix INBook X2 Plus XL25 Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),302.29,Intel Core i5 (11th Gen),Intel,4.7,8.0,False,8.0,LPDDR4X RAM,LCD,15.6,Iris Xe,Intel,,512.0,0.0,65.0,10.0,Windows 11,Infinix INBook X2 Plus XL25 Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597753::computer::laptops
LAP0845,ASUS,ASUS TUF Gaming A15 FA506ICB-HN075WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),812.3,AMD Octa-Core Ryzen 7,AMD,4.2,16.0,True,32.0,DDR4 RAM,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,65.0,,Windows 11,ASUS TUF Gaming A15 FA506ICB-HN075WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::598104::computer::laptops
LAP0846,MSI,MSI GF63 Thin 11UCX-1496IN Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),610.95,Intel Core i5 (11th Gen),Intel,4.2,16.0,False,16.0,DDR4 RAM,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,,,Windows 11,MSI GF63 Thin 11UCX-1496IN Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::612971::computer::laptops
LAP0847,Lenovo,Lenovo Ideapad Slim 3i 15IAH8 (83ER008GIN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),594.26,Intel Core i5 (12th Gen),Intel,2.0,16.0,True,16.0,LPDDR5 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,65.0,7.0,Windows 11,Lenovo Ideapad Slim 3i 15IAH8 (83ER008GIN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::615766::computer::laptops
LAP0848,ASUS,ASUS TUF Gaming F15 FX506HF-HN024WS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),625.55,Intel Core i5 (11th Gen),Intel,2.7,8.0,True,32.0,DDR4 RAM,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,150.0,,Windows 11,ASUS TUF Gaming F15 FX506HF-HN024WS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::612943::computer::laptops
LAP0849,ASUS,ASUS VivoBook Pro 15 M6500QF-HN741WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),635.97,AMD Octa-Core Ryzen 7,AMD,3.1,16.0,False,16.0,DDR4 RAM,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,120.0,,Windows 11,ASUS VivoBook Pro 15 M6500QF-HN741WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::612039::computer::laptops
LAP0850,HP,HP Victus 15-fb1016AX (8R0L2PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),688.11,AMD Hexa-Core Ryzen 5,AMD,3.3,8.0,True,8.0,DDR5 RAM,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,,,Windows 11,HP Victus 15-fb1016AX (8R0L2PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::616853::computer::laptops
LAP0851,ASUS,ASUS VivoBook 16 M1605YA-MB542WS Laptop (16 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),521.27,AMD Hexa-Core Ryzen 5,AMD,2.0,16.0,False,16.0,DDR4 RAM,LCD,16.0,Radeon,AMD,,512.0,0.0,,,Windows 11,ASUS VivoBook 16 M1605YA-MB542WS Laptop (16 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::615892::computer::laptops
LAP0852,HP,HP 15-fd0186TU (91Q92PA) Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD),418.48,Intel Core i3 (13th Gen),Intel,4.2,8.0,True,8.0,DDR4 RAM,LCD,15.6,UHD,Intel,,512.0,0.0,65.0,7.45,Windows 11,HP 15-fd0186TU (91Q92PA) Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD)::617173::computer::laptops
LAP0853,HP,HP 15-fd0024TU (7Q865PA) Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),910.32,Intel Core i7 (13th Gen),Intel,3.4,16.0,False,16.0,DDR4 RAM,LCD,15.6,Integrated,Intel,,512.0,0.0,,,Windows 11,HP 15-fd0024TU (7Q865PA) Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::611246::computer::laptops
LAP0854,Lenovo,Lenovo Ideapad Slim 1 15AMN7 (82VG00JJIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),354.43,AMD Quad-Core Ryzen 3,AMD,2.4,8.0,True,8.0,LPDDR5 RAM,LCD,15.6,Radeon 610M,AMD,,512.0,0.0,,9.86,Windows 11,Lenovo Ideapad Slim 1 15AMN7 (82VG00JJIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::616292::computer::laptops
LAP0855,ASUS,ASUS VivoBook 15 X515EA-EZ501WS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),667.35,Intel Core i5 (11th Gen),Intel,2.4,8.0,False,8.0,DDR4 RAM,LCD,15.6,Iris Xe,Intel,,512.0,0.0,45.0,,Windows 11,ASUS VivoBook 15 X515EA-EZ501WS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596929::computer::laptops
LAP0856,HP,HP 14s-dy5008TU (7Q864PA) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),385.71,Intel Core i3 (12th Gen),Intel,3.3,8.0,True,8.0,DDR4 RAM,LCD,14.0,UHD,Intel,,512.0,0.0,,,Windows 11,HP 14s-dy5008TU (7Q864PA) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::616418::computer::laptops
LAP0857,HP,HP 15s-fr5010TU (8Q3X5PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),552.65,Intel Core i5 (12th Gen),Intel,4.2,8.0,True,8.0,DDR4 RAM,LCD,15.6,Iris Xe,Intel,,512.0,0.0,,6.0,Windows 11,HP 15s-fr5010TU (8Q3X5PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::616092::computer::laptops
LAP0858,Lenovo,Lenovo V15 ITL G2 (82KB00EWIN) Laptop (15 Inch | Core i3 11th Gen | 4 GB | Windows 10 | 256 GB SSD),344.0,Intel Core i3 (11th Gen),Intel,3.0,4.0,False,4.0,DDR4 RAM,LED,15.0,UHD,Intel,,256.0,0.0,65.0,,Windows 10,Lenovo V15 ITL G2 (82KB00EWIN) Laptop (15 Inch | Core i3 11th Gen | 4 GB | Windows 10 | 256 GB SSD)::592880::computer::laptops
LAP0859,ASUS,ASUS VivoBook Pro 15 OLED K6500ZC-L501WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),808.65,Intel Core i5 (12th Gen),Intel,2.0,16.0,False,16.0,LPDDR5 RAM,LED,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,150.0,,Windows 11,ASUS VivoBook Pro 15 OLED K6500ZC-L501WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::597667::computer::laptops
LAP0860,ASUS,ASUS VivoBook S14 OLED Intel Evo S3402ZA-KM702WS Laptop (14 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD),792.39,Intel Core i7 (12th Gen),Intel,3.0,16.0,False,16.0,DDR4 RAM,LED,14.0,Iris Xe,Intel,,512.0,0.0,90.0,,Windows 11,ASUS VivoBook S14 OLED Intel Evo S3402ZA-KM702WS Laptop (14 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595440::computer::laptops
LAP0861,HP,HP Pavilion x360 14-ek0183TU (9C9E1PA) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),573.41,Intel Core i3 (12th Gen),Intel,4.2,8.0,False,8.0,DDR4 RAM,LCD,14.0,UMA,Intel,,512.0,0.0,65.0,,Windows 11,HP Pavilion x360 14-ek0183TU (9C9E1PA) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::616065::computer::laptops
LAP0862,ASUS,ASUS VivoBook Pro 15 M6500QC-HN542WS Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),688.11,AMD Hexa-Core Ryzen 5,AMD,3.3,16.0,True,16.0,DDR4 RAM,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,120.0,,Windows 11,ASUS VivoBook Pro 15 M6500QC-HN542WS Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::612751::computer::laptops
LAP0863,ASUS,ASUS VivoBook Go 14 E410KA-EK013W Laptop (14 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD),239.73,Intel Celeron Dual-Core,Intel,1.1,8.0,False,8.0,DDR4 RAM,LCD,14.0,UHD,Intel,,256.0,0.0,33.0,,Windows 11,ASUS VivoBook Go 14 E410KA-EK013W Laptop (14 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::613626::computer::laptops
LAP0864,ASUS,ASUS TUF Gaming F15 FX506HC-HN089WS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),635.97,Intel Core i5 (11th Gen),Intel,2.7,8.0,True,32.0,DDR4 RAM,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,65.0,8.0,Windows 11,ASUS TUF Gaming F15 FX506HC-HN089WS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596357::computer::laptops
LAP0865,Lenovo,Lenovo Thinkpad E14 (21E3S04X00) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),708.97,Intel Core i5 (12th Gen),Intel,1.3,8.0,True,48.0,DDR4 RAM,LCD,14.0,UHD,Intel,,512.0,0.0,65.0,9.4,Windows 11,Lenovo Thinkpad E14 (21E3S04X00) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::599593::computer::laptops
LAP0866,Lenovo,Lenovo LOQ 15IRH8 (82XV00BQIN) Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),1000.94,Intel Core i7 (13th Gen),Intel,2.4,16.0,True,16.0,DDR5 RAM,LCD,15.6,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,6.0,512.0,0.0,170.0,5.32,Windows 11,Lenovo LOQ 15IRH8 (82XV00BQIN) Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::612856::computer::laptops
LAP0867,MSI,MSI GF63 Thin 12UCX-265IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),677.69,Intel Core i5 (12th Gen),Intel,3.3,16.0,False,16.0,DDR4 RAM,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,,,Windows 11,MSI GF63 Thin 12UCX-265IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::601030::computer::laptops
LAP0868,Lenovo,Lenovo Legion 5 15ACH6 (82JW00PBIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),1021.79,AMD Octa-Core Ryzen 7,AMD,3.1,16.0,False,16.0,DDR4 RAM,LCD,15.6,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,230.0,7.0,Windows 11,Lenovo Legion 5 15ACH6 (82JW00PBIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::611660::computer::laptops
LAP0869,Lenovo,Lenovo Thinkpad E14 Gen 4 (21E3S04U00) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB SSD),759.12,Intel Core i5 (12th Gen),Intel,3.3,16.0,False,16.0,DDR4 RAM,LCD,14.0,Iris Xe,Intel,,1024.0,0.0,65.0,9.4,Windows 11,Lenovo Thinkpad E14 Gen 4 (21E3S04U00) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::616300::computer::laptops
LAP0870,MSI,MSI GF63 Thin 12UCX-266IN Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),625.55,Intel Core i5 (12th Gen),Intel,3.3,8.0,False,8.0,DDR4 RAM,LCD,15.6,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,4.0,512.0,0.0,,,Windows 11,MSI GF63 Thin 12UCX-266IN Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::601031::computer::laptops
LAP0871,MSI,MSI Bravo 15 B7ED-012IN Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),535.87,AMD Hexa-Core Ryzen 5,AMD,4.2,8.0,False,8.0,DDR5 RAM,LCD,15.6,"Radeon RX6550M GPU, 4 GB",AMD,4.0,512.0,0.0,,,Windows 11,MSI Bravo 15 B7ED-012IN Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::613545::computer::laptops
LAP0872,Lenovo,Lenovo IdeaPad Slim 3 15AMN8 (82XQ008DIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),342.96,AMD Quad-Core Ryzen 3,AMD,2.4,8.0,True,8.0,LPDDR5 RAM,LCD,15.6,Radeon 610M,AMD,,512.0,0.0,,12.0,Windows 11,Lenovo IdeaPad Slim 3 15AMN8 (82XQ008DIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::616483::computer::laptops
